area_type,availability,location,size,total_sqft,bath,balcony,price
Appartment,Ready To Move,North Karachi,2 BHK,1144,2,2,65
Appartment,21-Jan,Punjab Colony,1 BHK,525,1,1,26.01
Appartment,Ready To Move, North Karachi,3 BHK,1400,2,2,56
Appartment,18-Jun,Airport Road,1 BHK,661,1,1,33
Plot,Ready To Move,Kashmir Road,6 Bedroom,1200,6,2,160
House,Ready To Move,Clifton,5 BHK,1200,5,2,70
Appartment,Ready To Move,Defence Garden,3 BHK,1705,3,1,91
Plot,Ready To Move,Kashmir Road,5 Bedroom,1035,5,1,170
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1430,2,0,55
Appartment,Ready To Move,Clifton Block nine,2 BHK,1240,2,2,55
Appartment,Ready To Move,Abid Town,3 BHK,1325,2,2,60.8
Appartment,Ready To Move,Gohar Green City,2 BHK,1230,2,2,44
Appartment,Ready To Move,Hill Park,2 BHK,1000,2,3,28
Plot,Ready To Move,Korangi Creek,4 Bedroom,740,2,1,24.5
Appartment,Ready To Move,Soldier Bazar,3 BHK,1330,2,2,46.45
Appartment,Ready To Move,PECHS,4 BHK,3005,5,,275
Appartment,Ready To Move,Garden East,3 BHK,1300,3,2,170
Appartment,Ready To Move,Karimabad,2 BHK,1243,2,2,46
House,Ready To Move,Khayaban-e-Bukhari,4 Bedroom,936,2,1,60.84
Appartment,18-Apr,Jamshed Quarter,3 BHK,1500,2,2,100
Plot,Ready To Move,Civic Centre,3 Bedroom,1200,4,1,156
House,Ready To Move,Korangi Road,2 BHK,1073,2,2,72
House,Ready To Move,Sunset Boulevard,2 BHK,1300,2,2,56
Plot,18-May,Khayaban-e-Jami,4 Bedroom,4201,4,3,435
House,18-Dec,Khayaban-e-Ittehad,2 BHK,1065,2,1,30.75
Appartment,18-Apr,Khayaban-e-Bahria,2 BHK,1216,2,1,66.88
House,Ready To Move,Khayaban-e-Badban,3 BHK,1252,3,2,59
Appartment,19-Aug,Khayaban-e-Hilal,2 BHK,1196,2,1,44.8
House,Ready To Move,Khayaban-e-Shahbaz,2 BHK,1027,2,2,44
Plot,Ready To Move,Khayaban-e-Sehar,3 Bedroom,610,2,1,75
Appartment,Ready To Move,Khayaban-e-Rahat,3 BHK,1270,2,2,57.15
Appartment,16-Nov,Khayaban-e-Muhafiz,2 BHK,1171,2,2,39
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,1215,2,3,48.6
Plot,Ready To Move,Khayaban-e-Nishat,1 Bedroom,600,1,0,20
Appartment,19-Dec,Commercial Avenue,2 BHK,1180,2,1,77
House,18-Aug,Khayaban-e-Hafiz,2 BHK,1160,2,1,33.51
Plot,Ready To Move,Khayaban-e-Muslim,4 Bedroom,4382,4,3,400
Appartment,20-Sep,Khayaban-e-Shaheen,3 BHK,2140,3,2,139
Appartment,Ready To Move,Khayaban-e-Shujaat,3 BHK,1500,3,1,100
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1008,2,2,52
Appartment,Ready To Move,Saba Avenue,3 BHK,1921,4,3,129
Appartment,Ready To Move,Beach Avenue,2 BHK,1127,2,2,32
Appartment,18-May,Khayaban-e-Mujahid,3 BHK,1621,3,1,124
Plot,Ready To Move,Khayaban-e-Janbaz,3 Bedroom,2400,3,0,360
Appartment,Ready To Move,Khayaban-e-Shamsheer,3 BHK,1030,2,2,77.25
Appartment,18-Aug,Khayaban-e-Tanzeem,2 BHK,1314,2,1,84
Appartment,Ready To Move,Khayaban-e-Tauheed,3 BHK,1220,3,1,56
Plot,18-Mar,Khayabane-e-Amir Khusro,4 Bedroom,600,3,1,97
House,Ready To Move,Khayaban-e-Tariq,3 BHK,1590,2,3,85
Appartment,Ready To Move,Khaliq-uz-Zaman,2 BHK,703,2,1,49.5
Appartment,18-Aug,Dhoraji Colony,3 BHK,1795,3,2,64.62
House,Ready To Move,Muslimabad,4 Bedroom,3000,3,0,132
Appartment,18-Dec,Gulshan-E-Iqbal one,4 BHK,4395,4,2,242
Appartment,Ready To Move,Gulshan-E-Iqbal two,2 BHK,825,2,1,35
Appartment,18-Dec,PIB Colony,4 BHK,4025,6,1,350
Appartment,22-Jan,DHA Defence,3 BHK,1254,2,1,70
House,Ready To Move,North Nazimabad,3 BHK,2040,3,2,114
Appartment,Ready To Move,Saddar Town,3 BHK,2215,4,2,154
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,1478,2,2,125
Appartment,Ready To Move,Tariq Road,3 BHK,2475,4,3,337
Appartment,Ready To Move,Clifton,3 BHK,1669,3,2,298
Appartment,Ready To Move,Frere Town,3 BHK,1820,3,2,79.5
Appartment,19-Dec,Nazimabad,3 BHK,1623,3,1,89
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,1243,2,2,46
Appartment,Ready To Move,Garden West,2 BHK,1200,2,2,40.5
Appartment,Ready To Move,Clifton,3 BHK,1613,3,3,72
Appartment,Ready To Move,Clifton,2 BHK,1293,2,2,80
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1065,2,2,28.5
Appartment,18-Apr,Malir,2 BHK,940,2,1,69.57
Appartment,Ready To Move,Mehmoodabad,3 BHK,1181,2,1,65
Appartment,Ready To Move,Jamshed Town ,3 BHK,2215,3,2,275
House,Ready To Move,Clifton Block nine,1 BHK,1100,2,,75
Appartment,Ready To Move,DHA Phase seven,2 BHK,1050,2,1,36
Appartment,Ready To Move,DHA Phase six,3 BHK,1260,2,1,75
Appartment,Ready To Move,Dhoraji Colony,5 BHK,2800,3,2,425
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1500,3,2,56
Plot,Ready To Move,Cornish Society Scheme ,6 Bedroom,1200,6,3,132
Plot,18-May,North Karachi,2 Bedroom,1000,2,0,66
Appartment,Ready To Move,Punjab Colony,3 BHK,1530,3,3,73
Appartment,Ready To Move, North Karachi,2 BHK,1140,2,2,46
Appartment,Ready To Move,Airport Road,3 BHK,1864,3,3,115
House,Ready To Move,Kashmir Road,3 BHK,1575,3,3,55
Plot,18-Dec,Clifton,3 Bedroom,1200,3,,105
Appartment,Ready To Move,Defence Garden,2 BHK,945,2,1,45
Appartment,Ready To Move,Kashmir Road,3 BHK,1691,3,2,100
Plot,Ready To Move,Navy Housing Scheme Karsaz,2 Bedroom,1200,2,3,135
House,18-Aug,Clifton Block nine,3 BHK,1220,3,1,35.25
House,Ready To Move,DHA Defence,1 BHK,600,1,1,35
Appartment,18-Aug,North Nazimabad,2 BHK,1160,2,2,39
Appartment,Ready To Move,Saddar Town,3 BHK,1950,2,,89.5
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,1650,3,1,85
House,Ready To Move,Tariq Road,4 Bedroom,2400,4,1,150
Appartment,Ready To Move,Clifton,2 BHK,795,1,1,32.6
Plot,Ready To Move,Frere Town,5 Bedroom,800,5,1,95
Plot,Ready To Move,Nazimabad,5 Bedroom,1400,5,1,97
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,2285,4,1,165
Appartment,Ready To Move,Garden West,2 BHK,1243,2,2,46
Appartment,Ready To Move,Clifton,2 BHK,1263,2,1,51.5
Appartment,Ready To Move,Clifton,5 BHK,1200,4,2,115
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1345,2,1,69
House,Ready To Move,Malir,5 Bedroom,4400,5,3,240
Appartment,Ready To Move,Mehmoodabad,3 BHK,1360,2,1,58
Appartment,Ready To Move,Jamshed Town ,2 BHK,1026,2,1,60.55
Appartment,Ready To Move,Clifton Block nine,2 BHK,1050,2,2,38
Appartment,Ready To Move,DHA Phase seven,3 BHK,1460,3,3,76
Appartment,Ready To Move,DHA Phase six,3 BHK,1525,2,2,91.48
House,Ready To Move,Dhoraji Colony,3 BHK,1843,3,2,85
Appartment,18-Aug,Cornish Society Scheme ,2 BHK,1000,2,3,25
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1642,2,1,115
Plot,Ready To Move,North Karachi,3 Bedroom,1200,2,0,66
Appartment,Ready To Move,Punjab Colony,2 BHK,975,2,1,60
Appartment,Ready To Move, North Karachi,3 BHK,1075,2,1,44
Appartment,18-Feb,Airport Road,2 BHK,1210,2,1,77.93
Appartment,Ready To Move,Kashmir Road,3 BHK,2000,3,2,100
Appartment,Ready To Move,Clifton,2 BHK,1225,2,0,68
Appartment,Ready To Move,Defence Garden,2 BHK,1290,2,1,80.04
House,Ready To Move,Kashmir Road,2 BHK,1220,2,0,56
Plot,Ready To Move,Navy Housing Scheme Karsaz,1 Bedroom,1500,2,0,85
Appartment,Ready To Move,Clifton Block nine,2 BHK,1361,2,2,79
Plot,Ready To Move,Abid Town,5 Bedroom,2801.25,4,1,462
House,Ready To Move,Gohar Green City,2 BHK,1394,2,2,85
Appartment,Ready To Move,Hill Park,2 BHK,870,2,1,27
Plot,Ready To Move,Korangi Creek,4 Bedroom,5000,5,3,300
Appartment,18-May,Soldier Bazar,2 BHK,1222,2,2,98
Appartment,Ready To Move,PECHS,2 BHK,1420,2,1,99.39
Appartment,Ready To Move,Garden East,3 BHK,1846,3,2,135
Plot,Ready To Move,Karimabad,2 Bedroom,1688.12,2,1,270
Appartment,Ready To Move,Khayaban-e-Bukhari,2 BHK,1167,2,2,64.08
Appartment,Ready To Move,Jamshed Quarter,2 BHK,902,2,2,25
Appartment,Ready To Move,Civic Centre,4 BHK,2422,4,3,135
Appartment,Ready To Move,Korangi Road,2 BHK,1050,2,2,52.5
House,Ready To Move,Sunset Boulevard,2 BHK,1000,2,0,50
House,Ready To Move,Khayaban-e-Jami,2 BHK,1260,2,0,58
House,Ready To Move,Khayaban-e-Ittehad,3 Bedroom,3000,3,2,450
Appartment,Ready To Move,Khayaban-e-Bahria,2 BHK,939,2,2,39
Plot,Ready To Move,Khayaban-e-Badban,9 Bedroom,1590,6,1,150
Plot,Ready To Move,Khayaban-e-Hilal,1 Bedroom,600,1,0,37
House,Ready To Move,Khayaban-e-Shahbaz,2 BHK,1298,2,1,59
Appartment,Ready To Move,Khayaban-e-Sehar,3 BHK,1710,3,2,135
Appartment,Ready To Move,Khayaban-e-Rahat,2 BHK,1000,2,1,45
Appartment,Ready To Move,Khayaban-e-Muhafiz,3 BHK,3350,3,3,150
Plot,Ready To Move,Khayaban-e-Bukhari,2 Bedroom,1200,4,1,138
House,Ready To Move,Khayaban-e-Nishat,2 BHK,1100,2,2,68
Appartment,Ready To Move,Commercial Avenue,1 BHK,615,1,1,46
Appartment,18-Apr,Khayaban-e-Hafiz,2 BHK,1350,2,1,85
House,Ready To Move,Khayaban-e-Muslim,4 Bedroom,5000,5,2,325
Appartment,Ready To Move,Khayaban-e-Shaheen,3 BHK,2700,3,1,501
Plot,Ready To Move,Khayaban-e-Shujaat,6 Bedroom,4000,6,2,460
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1718,3,2,130
Appartment,Ready To Move,Saba Avenue,3 BHK,1680,3,2,112
Plot,Ready To Move,Beach Avenue,2 Bedroom,1500,2,0,90
Appartment,18-May,Khayaban-e-Mujahid,3 BHK,1157,2,1,72
Appartment,Ready To Move,Khayaban-e-Janbaz,2 BHK,1179,2,1,51
Appartment,Ready To Move,Khayaban-e-Shamsheer,2 BHK,1255 - 1375,2,0,60.48
Appartment,18-Mar,Khayaban-e-Tanzeem,2 BHK,1105,2,2,28.18
Appartment,Ready To Move,Khayaban-e-Tauheed,3 BHK,1800,3,2,175
Appartment,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,1010,2,1,52
Appartment,18-Jan,Khayaban-e-Tariq,1 BHK,630,1,1,46
Plot,19-Apr,Khaliq-uz-Zaman,2 Bedroom,1200,2,1,36.1
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1025,2,1,60
Appartment,Ready To Move,Muslimabad,2 BHK,1195,2,2,59
Appartment,18-Feb,Gulshan-E-Iqbal one,2 BHK,1012,2,1,58
Appartment,Ready To Move,Gulshan-E-Iqbal two,3 BHK,1884,4,2,118
Appartment,Ready To Move,PIB Colony,2 BHK,1090,2,1,37
Appartment,Ready To Move,DHA Defence,3 BHK,1300,3,2,77.99
Appartment,Ready To Move,North Nazimabad,4 BHK,2950,4,2,250
Appartment,Ready To Move,Saddar Town,3 BHK,1710,3,3,85
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,1500,3,1,68
Appartment,Ready To Move,Tariq Road,3 BHK,1310,2,2,53
Appartment,18-Dec,Clifton,2 BHK,674,1,1,19.9
House,Ready To Move,Frere Town,3 BHK,1350,3,2,70
House,Ready To Move,Nazimabad,3 BHK,1464,2,2,115
House,Ready To Move,Khalid Bin Walid Road,3 BHK,715,2,1,29
House,18-Dec,Garden West,3 BHK,1400,2,1,40.45
Appartment,19-Dec,Clifton,3 BHK,1625,2,2,48.75
House,18-Dec,Clifton,2 BHK,1065,2,1,30.76
Plot,Ready To Move,Gulistan-e-Jauhar ,6 Bedroom,510,4,1,70
Appartment,Ready To Move,Malir,3 BHK,1385,3,3,90
Appartment,Ready To Move,Mehmoodabad,2 BHK,1040,2,1,50
Appartment,Ready To Move,Jamshed Town ,3 BHK,1817,3,2,110
Appartment,Ready To Move,Clifton Block nine,2 BHK,1205,2,1,47
Appartment,Ready To Move,DHA Phase seven,2 BHK,1070,2,2,33.43
Appartment,Ready To Move,DHA Phase six,2 BHK,1070,2,1,52
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1340,2,1,75
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,980,2,2,35
House,Ready To Move,Cornish Society Scheme ,2 BHK,1006,2,0,44
Appartment,Ready To Move,North Karachi,2 BHK,1098,2,1,71
House,Ready To Move,Punjab Colony,2 BHK,1200,2,1,53.5
Appartment,Ready To Move, North Karachi,4 BHK,4190,4,,325
Appartment,Ready To Move,Airport Road,2 BHK,1019,2,1,62
Appartment,18-May,Kashmir Road,2 BHK,1150,2,2,40.21
Plot,Ready To Move,Clifton,3 Bedroom,1733.5,3,1,120
Appartment,Ready To Move,Defence Garden,2 BHK,1415,2,2,120
House,21-Dec,Kashmir Road,3 BHK,1750,3,2,58
Appartment,18-Dec,Navy Housing Scheme Karsaz,3 BHK,1537,3,2,81
House,Ready To Move,Clifton Block nine,2 BHK,1050,2,2,45
Appartment,Ready To Move,DHA Defence,3 BHK,1452,3,3,55.6
Appartment,Ready To Move,North Nazimabad,2 BHK,1246,2,1,95
House,Ready To Move,Saddar Town,3 BHK,1890,4,2,85
Appartment,18-May,Gulshan-e-Iqbal Town,2 BHK,972,2,1,40
Plot,Ready To Move,Tariq Road,4 Bedroom,10624,4,2,2340
Plot,Ready To Move,Clifton,4 Bedroom,1500,5,3,160
Appartment,18-Aug,Frere Town,1 BHK,630,1,1,33.7
Plot,18-Mar,Nazimabad,8 Bedroom,1050,5,0,80
House,Ready To Move,Khalid Bin Walid Road,3 BHK,1255,2,1,60
Plot,Ready To Move,Garden West,4 Bedroom,1900,4,2,185
Plot,Ready To Move,Clifton,3 Bedroom,2440,3,1,142
Appartment,21-May,Clifton,3 BHK,1938,3,3,92.69
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1711,3,2,125
Plot,Ready To Move,Malir,5 Bedroom,1200,4,3,240
Appartment,18-Jul,Mehmoodabad,2 BHK,1392,2,1,95
Appartment,18-Mar,Jamshed Town ,2 BHK,1225,2,1,77
Appartment,Ready To Move,Clifton Block nine,4 BHK,3418,3,,235
Appartment,Ready To Move,DHA Phase seven,3 BHK,1750,3,2,120
Appartment,Ready To Move,DHA Phase six,3 BHK,1260,2,1,80
Appartment,19-Dec,Dhoraji Colony,1 BHK,691,1,1,31.1
Plot,Ready To Move,Cornish Society Scheme ,4 Bedroom,2400,3,2,400
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1285,2,1,78
House,Ready To Move,North Karachi,3 BHK,1590,3,2,96
Appartment,Ready To Move,Punjab Colony,3 BHK,1571,3,2,65
House,Ready To Move, North Karachi,5 Bedroom,2800,5,1,220
Appartment,Ready To Move,Airport Road,2 BHK,1060,2,1,48.66
Appartment,Ready To Move,Kashmir Road,2 BHK,1255,2,1,58
Plot,Ready To Move,Clifton,4 Bedroom,702,4,0,65
Plot,Ready To Move,Defence Garden,3 Bedroom,2400,2,2,185
Appartment,Ready To Move,Kashmir Road,3 BHK,1520,2,3,81
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1430 - 1630,,,70.99
Appartment,Ready To Move,Clifton Block nine,2 BHK,1170,2,1,45.51
Appartment,Ready To Move,Abid Town,3 BHK,1580,3,2,75
Appartment,Ready To Move,Gohar Green City,3 BHK,1777.26,3,2,89
Appartment,Ready To Move,Hill Park,2 BHK,1303,2,2,55.78
House,Ready To Move,Korangi Creek,2 BHK,1680,2,3,59
House,Ready To Move,Soldier Bazar,3 BHK,1495,2,,70
Appartment,18-Mar,PECHS,3 BHK,1835,3,1,108
Plot,Ready To Move,Garden East,3 Bedroom,610,3,1,60
House,Ready To Move,Karimabad,2 BHK,1080,2,2,38
House,18-Dec,Khayaban-e-Bukhari,2 BHK,1025,2,1,29.61
Appartment,18-Aug,Jamshed Quarter,2 BHK,1225,2,1,67.48
Appartment,20-Jan,Civic Centre,1 BHK,656,1,1,34.77
Appartment,Ready To Move,Korangi Road,2 BHK,994,2,2,45
Appartment,Ready To Move,Sunset Boulevard,2 BHK,1025,2,1,65
House,Ready To Move,Khayaban-e-Jami,2 BHK,1156,2,2,52
Appartment,Ready To Move,Khayaban-e-Ittehad,2 BHK,1250,2,2,60
House,Ready To Move,Khayaban-e-Bahria,4 Bedroom,3092,4,3,230
Appartment,Ready To Move,Khayaban-e-Badban,3 BHK,1930,4,2,122
House,Ready To Move,Khayaban-e-Hilal,2 BHK,1020,2,1,70
House,Ready To Move,Khayaban-e-Shahbaz,3 BHK,1310,2,1,70
Appartment,19-Dec,Khayaban-e-Sehar,1 BHK,610 - 615,1,0,27.565
House,Ready To Move,Khayaban-e-Rahat,2 BHK,1322,2,3,70
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1160,2,2,57
Appartment,Ready To Move,Khayaban-e-Bukhari,2 BHK,1100,2,2,48
House,Ready To Move,Khayaban-e-Nishat,3 BHK,1720,3,3,150
Appartment,18-Jul,Commercial Avenue,3 BHK,1689,3,2,103
Appartment,Ready To Move,Khayaban-e-Hafiz,2 BHK,1090,2,1,47.42
Appartment,Ready To Move,Khayaban-e-Muslim,2 BHK,2000,2,0,75
Appartment,Ready To Move,Khayaban-e-Shaheen,2 BHK,1155,2,2,69
House,Ready To Move,Khayaban-e-Shujaat,6 Bedroom,4000,6,0,230
House,18-Jun,Jamshed Quarter,4 Bedroom,3913,5,0,176
Appartment,Ready To Move,Saba Avenue,3 BHK,3520,5,2,320
Appartment,18-Jun,Beach Avenue,2 BHK,1125,2,2,39.98
House,18-Apr,Khayaban-e-Mujahid,3 BHK,1847,3,3,92
Appartment,Ready To Move,Khayaban-e-Janbaz,3 BHK,1515,2,1,76
Plot,Ready To Move,Khayaban-e-Shamsheer,8 Bedroom,3450,7,2,225
Plot,Ready To Move,Khayaban-e-Tanzeem,5 Bedroom,2500,3,1,120
House,Ready To Move,Khayaban-e-Tauheed,2 BHK,1130,2,2,55
Appartment,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,1049,2,1,51
Appartment,Ready To Move,Khayaban-e-Tariq,3 BHK,2650,4,0,175
Appartment,18-Dec,Khaliq-uz-Zaman,2 BHK,850,2,1,25.4
Appartment,20-Jan,Dhoraji Colony,3 BHK,1842,3,2,115
Plot,Ready To Move,Muslimabad,5 Bedroom,2600,5,3,370
Appartment,20-Dec,Gulshan-E-Iqbal one,2 BHK,1282,2,1,72
Appartment,Ready To Move,Gulshan-E-Iqbal two,2 BHK,800,2,1,40
Plot,Ready To Move,PIB Colony,4 Bedroom,1200,4,2,240
Appartment,18-Sep,DHA Defence,3 BHK,1190,2,2,30.35
Appartment,18-May,North Nazimabad,3 BHK,1318,2,1,68
Appartment,19-Jul,Saddar Town,2 BHK,1698,2,1,105
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,2030,2,1,182
Appartment,Ready To Move,Tariq Road,3 BHK,1276,2,1,31.9
Appartment,Ready To Move,Clifton,3 BHK,1555,2,1,67
Appartment,17-May,Frere Town,3 BHK,1881,3,2,145
Appartment,Ready To Move,Nazimabad,3 BHK,2900,3,2,325
Appartment,18-Jul,Khalid Bin Walid Road,3 BHK,1890,3,2,109
Appartment,Ready To Move,Garden West,5 BHK,900,5,,135
Appartment,20-Dec,Clifton,2 BHK,935,2,1,32
Appartment,Ready To Move,Clifton,2 BHK,1000,2,3,58
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1510,3,2,75
House,Ready To Move,Malir,2 BHK,1120,2,1,50
Appartment,Ready To Move,Mehmoodabad,2 BHK,930,2,1,25.99
Appartment,Ready To Move,Jamshed Town ,3 BHK,1160,2,2,42
Appartment,Ready To Move,Clifton Block nine,2 BHK,1419,2,2,48.1
Appartment,Ready To Move,DHA Phase seven,2 BHK,1175,2,2,62
House,Ready To Move,DHA Phase six,3 BHK,1350,2,1,63
Appartment,Ready To Move,Dhoraji Colony,3 BHK,2215,3,2,330
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,996,2,1,24.9
Appartment,19-Dec,Cornish Society Scheme ,2 BHK,1076,2,1,30.13
Appartment,Ready To Move,North Karachi,4 BHK,2180,4,3,115
Appartment,Ready To Move,Punjab Colony,3 BHK,1715,3,3,112
Appartment,Ready To Move, North Karachi,2 BHK,1072,2,2,45
Appartment,Ready To Move,Airport Road,2 BHK,1230,2,1,80
Appartment,Ready To Move,Kashmir Road,3 BHK,1600,2,1,65
Appartment,18-Dec,Clifton,3 BHK,1411,3,1,93.25
House,Ready To Move,Defence Garden,5 BHK,3600,5,3,145
Appartment,Ready To Move,Kashmir Road,3 BHK,2404,3,2,138
Plot,Ready To Move,Navy Housing Scheme Karsaz,4 Bedroom,1200,4,,190
Plot,18-Apr,Clifton Block nine,3 Bedroom,1200,3,2,226
House,Ready To Move,DHA Defence,3 BHK,1208,3,1,45
Plot,Ready To Move,North Nazimabad,5 Bedroom,1700,5,2,300
Appartment,18-Dec,Saddar Town,2 BHK,1225,2,1,69.84
Appartment,18-Sep,Gulshan-e-Iqbal Town,2 BHK,1162,2,1,69
Appartment,Ready To Move,Tariq Road,3 BHK,1262,2,1,65
Appartment,18-Apr,Clifton,2 BHK,1050,2,2,35
House,18-Dec,Frere Town,2 BHK,1160,2,1,33.51
Plot,18-Jul,Nazimabad,3 Bedroom,1500,3,1,61.95
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1610,3,3,85
Appartment,Ready To Move,Garden West,2 BHK,1340,2,2,41
Appartment,Ready To Move,Clifton,3 BHK,2275,4,2,182
Appartment,Ready To Move,Clifton,2 BHK,1162,2,1,58
House,Ready To Move,Gulistan-e-Jauhar ,2 Bedroom,1500,2,0,145
Plot,Ready To Move,Malir,4 Bedroom,3150,3,1,135
Appartment,18-Jul,Mehmoodabad,2 BHK,1170,2,2,65
Appartment,Ready To Move,Jamshed Town ,2 BHK,980,2,1,25
House,Ready To Move,Clifton Block nine,3 BHK,1800,3,2,60
Appartment,20-Dec,DHA Phase seven,3 BHK,1423,2,1,71.73
Appartment,Ready To Move,DHA Phase six,2 BHK,1106,2,3,40
House,Ready To Move,Dhoraji Colony,2 BHK,1105,2,2,27.6
Plot,Ready To Move,Cornish Society Scheme ,4 Bedroom,7500,6,2,1800
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1255,2,1,56.7
Appartment,Ready To Move,North Karachi,3 BHK,1525,2,2,65
Appartment,17-Aug,Punjab Colony,2 BHK,1061,2,1,38.95
Plot,19-Mar, North Karachi,2 Bedroom,600,2,2,29.5
Appartment,18-May,Airport Road,3 BHK,1400,2,2,40.45
Appartment,Ready To Move,Kashmir Road,3 BHK,2100,3,2,145
Appartment,Ready To Move,Clifton,2 BHK,660,1,1,16.5
House,Ready To Move,Defence Garden,2 BHK,633,1,1,18
Appartment,Ready To Move,Kashmir Road,2 BHK,1260,2,3,120
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,854 - 960,2,0,55.43
Appartment,18-Oct,Clifton Block nine,3 BHK,2047,3,2,67.55
House,Ready To Move,Abid Town,4 BHK,2597,4,3,189
House,Ready To Move,Gohar Green City,2 BHK,1211,2,1,63
Appartment,Ready To Move,Hill Park,3 BHK,1904,3,2,129
Appartment,20-Jan,Korangi Creek,2 BHK,1205,2,1,73.87
Appartment,Ready To Move,Soldier Bazar,2 BHK,1164,2,2,64.08
Appartment,Ready To Move,PECHS,2 BHK,1410,2,2,73
House,Ready To Move,Garden East,2 BHK,1150,2,1,42
Appartment,18-Jul,Karimabad,2 BHK,1170,2,2,53.11
House,Ready To Move,Khayaban-e-Bukhari,2 BHK,1420,2,1,62
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1125,2,2,45
House,Ready To Move,Civic Centre,3 BHK,1789,3,3,75
Appartment,Ready To Move,Korangi Road,2 BHK,1021,2,1,76
Appartment,18-May,Sunset Boulevard,2 BHK,1074,2,2,26.85
Appartment,Ready To Move,Khayaban-e-Jami,2 BHK,1222,2,3,48
Appartment,Ready To Move,Khayaban-e-Ittehad,3 BHK,1981,3,1,134
House,Ready To Move,Khayaban-e-Bahria,2 BHK,1103,2,2,55
Appartment,Ready To Move,Khayaban-e-Badban,2 BHK,1201,2,1,65
Appartment,Ready To Move,Khayaban-e-Hilal,2 BHK,970,2,1,36
Appartment,Ready To Move,Khayaban-e-Shahbaz,2 BHK,920,2,2,33
Appartment,Ready To Move,Khayaban-e-Sehar,3 BHK,1520,3,3,85
Plot,Ready To Move,Khayaban-e-Rahat,3 Bedroom,675,3,2,75
Appartment,17-Nov,Khayaban-e-Muhafiz,3 BHK,1268,2,1,75
Appartment,Ready To Move,Khayaban-e-Bukhari,1 BHK,660,1,0,30
Appartment,Ready To Move,Khayaban-e-Nishat,3 BHK,1755,3,2,115
Appartment,Ready To Move,Commercial Avenue,2 BHK,945,2,1,35
Carpet  Area,18-Jul,Khayaban-e-Hafiz,1 BHK,500,1,1,33
Appartment,Ready To Move,Khayaban-e-Muslim,4 BHK,2650 - 2990,4,0,153.5
House,Ready To Move,Khayaban-e-Shaheen,4 Bedroom,1632,3,0,140
Appartment,Ready To Move,Khayaban-e-Shujaat,2 BHK,1167,2,2,37.5
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1276,2,2,80
House,Ready To Move,Saba Avenue,2 BHK,1234,2,2,51
Appartment,Ready To Move,Beach Avenue,2 BHK,1180,2,1,75
Appartment,Ready To Move,Khayaban-e-Mujahid,3 BHK,1370,2,2,87
Appartment,18-Sep,Khayaban-e-Janbaz,2 BHK,1015,2,2,25.88
Plot,Ready To Move,Khayaban-e-Shamsheer,9 Bedroom,1200,9,3,230
House,Ready To Move,Khayaban-e-Tanzeem,3 Bedroom,1400,3,1,90
Plot,Ready To Move,Khayaban-e-Tauheed,5 Bedroom,1500,6,3,155
Plot,Ready To Move,Khayabane-e-Amir Khusro,2 Bedroom,1050,2,0,40
Appartment,18-Jul,Khayaban-e-Tariq,2 BHK,1251,2,1,46
Appartment,Ready To Move,Khaliq-uz-Zaman,3 BHK,1677,3,,92.13
Appartment,19-Mar,Dhoraji Colony,2 BHK,1346,2,1,67.38
House,18-Jul,Muslimabad,2 BHK,1090,2,1,31.48
Plot,Ready To Move,Gulshan-E-Iqbal one,5 Bedroom,1200,4,3,240
Appartment,Ready To Move,Gulshan-E-Iqbal two,3 BHK,1290,2,3,51.1
Appartment,18-Jul,PIB Colony,5 BHK,7514,7,,1500
Appartment,Ready To Move,Delhi Mercentile Society,3 BHK,1881,3,2,145
